id,ts,kind,value,ok
2635,2024-01-16 12:04:55,signup,665.65,1
2636,2024-01-16 12:05:32,click,744.84,0
2637,2024-01-16 12:06:09,view,824.03,1
2638,2024-01-16 12:06:46,purchase,903.22,0
2639,2024-01-16 12:07:23,signup,982.41,1
2640,2024-01-16 12:08:00,click,61.6,0
2641,2024-01-16 12:08:37,view,140.79,1
2642,2024-01-16 12:09:14,purchase,219.98,0
2643,2024-01-16 12:09:51,signup,299.17,1
2644,2024-01-16 12:10:28,click,378.36,0
2645,2024-01-16 12:11:05,view,457.55,1
2646,2024-01-16 12:11:42,purchase,536.74,0
2647,2024-01-16 12:12:19,signup,615.93,1
2648,2024-01-16 12:12:56,click,695.12,0
2649,2024-01-16 12:13:33,view,774.31,1
2650,2024-01-16 12:14:10,purchase,853.5,0
2651,2024-01-16 12:14:47,signup,932.69,1
2652,2024-01-16 12:15:24,click,11.88,0
2653,2024-01-16 12:16:01,view,91.07,1
2654,2024-01-16 12:16:38,purchase,170.26,0
2655,2024-01-16 12:17:15,signup,249.45,1
2656,2024-01-16 12:17:52,click,328.64,0
2657,2024-01-16 12:18:29,view,407.83,1
2658,2024-01-16 12:19:06,purchase,487.02,0
2659,2024-01-16 12:19:43,signup,566.21,1
2660,2024-01-16 12:20:20,click,645.4,0
2661,2024-01-16 12:20:57,view,724.59,1
2662,2024-01-16 12:21:34,purchase,803.78,0
2663,2024-01-16 12:22:11,signup,882.97,1
2664,2024-01-16 12:22:48,click,962.16,0
2665,2024-01-16 12:23:25,view,41.35,1
2666,2024-01-16 12:24:02,purchase,120.54,0
2667,2024-01-16 12:24:39,signup,199.73,1
2668,2024-01-16 12:25:16,click,278.92,0
2669,2024-01-16 12:25:53,view,358.11,1
2670,2024-01-16 12:26:30,purchase,437.3,0
2671,2024-01-16 12:27:07,signup,516.49,1
2672,2024-01-16 12:27:44,click,595.68,0
2673,2024-01-16 12:28:21,view,674.87,1
2674,2024-01-16 12:28:58,purchase,754.06,0
2675,2024-01-16 12:29:35,signup,833.25,1
2676,2024-01-16 12:30:12,click,912.44,0
2677,2024-01-16 12:30:49,view,991.63,1
2678,2024-01-16 12:31:26,purchase,70.82,0
2679,2024-01-16 12:32:03,signup,150.01,1
2680,2024-01-16 12:32:40,click,229.2,0
2681,2024-01-16 12:33:17,view,308.39,1
2682,2024-01-16 12:33:54,purchase,387.58,0
2683,2024-01-16 12:34:31,signup,466.77,1
2684,2024-01-16 12:35:08,click,545.96,0
2685,2024-01-16 12:35:45,view,625.15,1
2686,2024-01-16 12:36:22,purchase,704.34,0
2687,2024-01-16 12:36:59,signup,783.53,1
2688,2024-01-16 12:37:36,click,862.72,0
2689,2024-01-16 12:38:13,view,941.91,1
2690,2024-01-16 12:38:50,purchase,21.1,0
2691,2024-01-16 12:39:27,signup,100.29,1
2692,2024-01-16 12:40:04,click,179.48,0
2693,2024-01-16 12:40:41,view,258.67,1
2694,2024-01-16 12:41:18,purchase,337.86,0
2695,2024-01-16 12:41:55,signup,417.05,1
2696,2024-01-16 12:42:32,click,496.24,0
2697,2024-01-16 12:43:09,view,575.43,1
2698,2024-01-16 12:43:46,purchase,654.62,0
2699,2024-01-16 12:44:23,signup,733.81,1
2700,2024-01-16 12:45:00,click,813,0
2701,2024-01-16 12:45:37,view,892.19,1
2702,2024-01-16 12:46:14,purchase,971.38,0
2703,2024-01-16 12:46:51,signup,50.57,1
2704,2024-01-16 12:47:28,click,129.76,0
2705,2024-01-16 12:48:05,view,208.95,1
2706,2024-01-16 12:48:42,purchase,288.14,0
2707,2024-01-16 12:49:19,signup,367.33,1
2708,2024-01-16 12:49:56,click,446.52,0
2709,2024-01-16 12:50:33,view,525.71,1
2710,2024-01-16 12:51:10,purchase,604.9,0
2711,2024-01-16 12:51:47,signup,684.09,1
2712,2024-01-16 12:52:24,click,763.28,0
2713,2024-01-16 12:53:01,view,842.47,1
2714,2024-01-16 12:53:38,purchase,921.66,0
2715,2024-01-16 12:54:15,signup,0.85,1
2716,2024-01-16 12:54:52,click,80.04,0
2717,2024-01-16 12:55:29,view,159.23,1
2718,2024-01-16 12:56:06,purchase,238.42,0
2719,2024-01-16 12:56:43,signup,317.61,1
2720,2024-01-16 12:57:20,click,396.8,0
2721,2024-01-16 12:57:57,view,475.99,1
2722,2024-01-16 12:58:34,purchase,555.18,0
2723,2024-01-16 12:59:11,signup,634.37,1
2724,2024-01-16 12:59:48,click,713.56,0
2725,2024-01-16 13:00:25,view,792.75,1
2726,2024-01-16 13:01:02,purchase,871.94,0
2727,2024-01-16 13:01:39,signup,951.13,1
2728,2024-01-16 13:02:16,click,30.32,0
2729,2024-01-16 13:02:53,view,109.51,1
2730,2024-01-16 13:03:30,purchase,188.7,0
2731,2024-01-16 13:04:07,signup,267.89,1
2732,2024-01-16 13:04:44,click,347.08,0
2733,2024-01-16 13:05:21,view,426.27,1
2734,2024-01-16 13:05:58,purchase,505.46,0
2735,2024-01-16 13:06:35,signup,584.65,1
2736,2024-01-16 13:07:12,click,663.84,0
2737,2024-01-16 13:07:49,view,743.03,1
2738,2024-01-16 13:08:26,purchase,822.22,0
2739,2024-01-16 13:09:03,signup,901.41,1
2740,2024-01-16 13:09:40,click,980.6,0
2741,2024-01-16 13:10:17,view,59.79,1
2742,2024-01-16 13:10:54,purchase,138.98,0
2743,2024-01-16 13:11:31,signup,218.17,1
2744,2024-01-16 13:12:08,click,297.36,0
2745,2024-01-16 13:12:45,view,376.55,1
2746,2024-01-16 13:13:22,purchase,455.74,0
2747,2024-01-16 13:13:59,signup,534.93,1
2748,2024-01-16 13:14:36,click,614.12,0
2749,2024-01-16 13:15:13,view,693.31,1
2750,2024-01-16 13:15:50,purchase,772.5,0
2751,2024-01-16 13:16:27,signup,851.69,1
2752,2024-01-16 13:17:04,click,930.88,0
2753,2024-01-16 13:17:41,view,10.07,1
2754,2024-01-16 13:18:18,purchase,89.26,0
2755,2024-01-16 13:18:55,signup,168.45,1
2756,2024-01-16 13:19:32,click,247.64,0
2757,2024-01-16 13:20:09,view,326.83,1
2758,2024-01-16 13:20:46,purchase,406.02,0
2759,2024-01-16 13:21:23,signup,485.21,1
2760,2024-01-16 13:22:00,click,564.4,0
2761,2024-01-16 13:22:37,view,643.59,1
2762,2024-01-16 13:23:14,purchase,722.78,0
2763,2024-01-16 13:23:51,signup,801.97,1
2764,2024-01-16 13:24:28,click,881.16,0
2765,2024-01-16 13:25:05,view,960.35,1
2766,2024-01-16 13:25:42,purchase,39.54,0
2767,2024-01-16 13:26:19,signup,118.73,1
2768,2024-01-16 13:26:56,click,197.92,0
2769,2024-01-16 13:27:33,view,277.11,1
2770,2024-01-16 13:28:10,purchase,356.3,0
2771,2024-01-16 13:28:47,signup,435.49,1
2772,2024-01-16 13:29:24,click,514.68,0
2773,2024-01-16 13:30:01,view,593.87,1
2774,2024-01-16 13:30:38,purchase,673.06,0
2775,2024-01-16 13:31:15,signup,752.25,1
2776,2024-01-16 13:31:52,click,831.44,0
2777,2024-01-16 13:32:29,view,910.63,1
2778,2024-01-16 13:33:06,purchase,989.82,0
2779,2024-01-16 13:33:43,signup,69.01,1
2780,2024-01-16 13:34:20,click,148.2,0
2781,2024-01-16 13:34:57,view,227.39,1
2782,2024-01-16 13:35:34,purchase,306.58,0
2783,2024-01-16 13:36:11,signup,385.77,1
2784,2024-01-16 13:36:48,click,464.96,0
2785,2024-01-16 13:37:25,view,544.15,1
2786,2024-01-16 13:38:02,purchase,623.34,0
2787,2024-01-16 13:38:39,signup,702.53,1
2788,2024-01-16 13:39:16,click,781.72,0
2789,2024-01-16 13:39:53,view,860.91,1
2790,2024-01-16 13:40:30,purchase,940.1,0
2791,2024-01-16 13:41:07,signup,19.29,1
2792,2024-01-16 13:41:44,click,98.48,0
2793,2024-01-16 13:42:21,view,177.67,1
2794,2024-01-16 13:42:58,purchase,256.86,0
2795,2024-01-16 13:43:35,signup,336.05,1
2796,2024-01-16 13:44:12,click,415.24,0
2797,2024-01-16 13:44:49,view,494.43,1
2798,2024-01-16 13:45:26,purchase,573.62,0
2799,2024-01-16 13:46:03,signup,652.81,1
2800,2024-01-16 13:46:40,click,732,0
2801,2024-01-16 13:47:17,view,811.19,1
2802,2024-01-16 13:47:54,purchase,890.38,0
2803,2024-01-16 13:48:31,signup,969.57,1
2804,2024-01-16 13:49:08,click,48.76,0
2805,2024-01-16 13:49:45,view,127.95,1
2806,2024-01-16 13:50:22,purchase,207.14,0
2807,2024-01-16 13:50:59,signup,286.33,1
2808,2024-01-16 13:51:36,click,365.52,0
2809,2024-01-16 13:52:13,view,444.71,1
2810,2024-01-16 13:52:50,purchase,523.9,0
2811,2024-01-16 13:53:27,signup,603.09,1
2812,2024-01-16 13:54:04,click,682.28,0
2813,2024-01-16 13:54:41,view,761.47,1
2814,2024-01-16 13:55:18,purchase,840.66,0
2815,2024-01-16 13:55:55,signup,919.85,1
2816,2024-01-16 13:56:32,click,999.04,0
2817,2024-01-16 13:57:09,view,78.23,1
2818,2024-01-16 13:57:46,purchase,157.42,0
2819,2024-01-16 13:58:23,signup,236.61,1
2820,2024-01-16 13:59:00,click,315.8,0
2821,2024-01-16 13:59:37,view,394.99,1
2822,2024-01-16 14:00:14,purchase,474.18,0
2823,2024-01-16 14:00:51,signup,553.37,1
2824,2024-01-16 14:01:28,click,632.56,0
2825,2024-01-16 14:02:05,view,711.75,1
2826,2024-01-16 14:02:42,purchase,790.94,0
2827,2024-01-16 14:03:19,signup,870.13,1
2828,2024-01-16 14:03:56,click,949.32,0
2829,2024-01-16 14:04:33,view,28.51,1
2830,2024-01-16 14:05:10,purchase,107.7,0
2831,2024-01-16 14:05:47,signup,186.89,1
2832,2024-01-16 14:06:24,click,266.08,0
2833,2024-01-16 14:07:01,view,345.27,1
2834,2024-01-16 14:07:38,purchase,424.46,0
2835,2024-01-16 14:08:15,signup,503.65,1
2836,2024-01-16 14:08:52,click,582.84,0
2837,2024-01-16 14:09:29,view,662.03,1
2838,2024-01-16 14:10:06,purchase,741.22,0
2839,2024-01-16 14:10:43,signup,820.41,1
2840,2024-01-16 14:11:20,click,899.6,0
2841,2024-01-16 14:11:57,view,978.79,1
2842,2024-01-16 14:12:34,purchase,57.98,0
2843,2024-01-16 14:13:11,signup,137.17,1
2844,2024-01-16 14:13:48,click,216.36,0
2845,2024-01-16 14:14:25,view,295.55,1
2846,2024-01-16 14:15:02,purchase,374.74,0
2847,2024-01-16 14:15:39,signup,453.93,1
2848,2024-01-16 14:16:16,click,533.12,0
2849,2024-01-16 14:16:53,view,612.31,1
2850,2024-01-16 14:17:30,purchase,691.5,0
2851,2024-01-16 14:18:07,signup,770.69,1
2852,2024-01-16 14:18:44,click,849.88,0
2853,2024-01-16 14:19:21,view,929.07,1
2854,2024-01-16 14:19:58,purchase,8.26,0
2855,2024-01-16 14:20:35,signup,87.45,1
2856,2024-01-16 14:21:12,click,166.64,0
2857,2024-01-16 14:21:49,view,245.83,1
2858,2024-01-16 14:22:26,purchase,325.02,0
2859,2024-01-16 14:23:03,signup,404.21,1
2860,2024-01-16 14:23:40,click,483.4,0
2861,2024-01-16 14:24:17,view,562.59,1
2862,2024-01-16 14:24:54,purchase,641.78,0
2863,2024-01-16 14:25:31,signup,720.97,1
2864,2024-01-16 14:26:08,click,800.16,0
2865,2024-01-16 14:26:45,view,879.35,1
2866,2024-01-16 14:27:22,purchase,958.54,0
2867,2024-01-16 14:27:59,signup,37.73,1
2868,2024-01-16 14:28:36,click,116.92,0
2869,2024-01-16 14:29:13,view,196.11,1
2870,2024-01-16 14:29:50,purchase,275.3,0
2871,2024-01-16 14:30:27,signup,354.49,1
2872,2024-01-16 14:31:04,click,433.68,0
2873,2024-01-16 14:31:41,view,512.87,1
2874,2024-01-16 14:32:18,purchase,592.06,0
2875,2024-01-16 14:32:55,signup,671.25,1
2876,2024-01-16 14:33:32,click,750.44,0
2877,2024-01-16 14:34:09,view,829.63,1
2878,2024-01-16 14:34:46,purchase,908.82,0
2879,2024-01-16 14:35:23,signup,988.01,1
2880,2024-01-16 14:36:00,click,67.2,0
2881,2024-01-16 14:36:37,view,146.39,1
2882,2024-01-16 14:37:14,purchase,225.58,0
2883,2024-01-16 14:37:51,signup,304.77,1
2884,2024-01-16 14:38:28,click,383.96,0
2885,2024-01-16 14:39:05,view,463.15,1
2886,2024-01-16 14:39:42,purchase,542.34,0
2887,2024-01-16 14:40:19,signup,621.53,1
2888,2024-01-16 14:40:56,click,700.72,0
2889,2024-01-16 14:41:33,view,779.91,1
2890,2024-01-16 14:42:10,purchase,859.1,0
2891,2024-01-16 14:42:47,signup,938.29,1
2892,2024-01-16 14:43:24,click,17.48,0
2893,2024-01-16 14:44:01,view,96.67,1
2894,2024-01-16 14:44:38,purchase,175.86,0
2895,2024-01-16 14:45:15,signup,255.05,1
2896,2024-01-16 14:45:52,click,334.24,0
2897,2024-01-16 14:46:29,view,413.43,1
2898,2024-01-16 14:47:06,purchase,492.62,0
2899,2024-01-16 14:47:43,signup,571.81,1
2900,2024-01-16 14:48:20,click,651,0
2901,2024-01-16 14:48:57,view,730.19,1
2902,2024-01-16 14:49:34,purchase,809.38,0
2903,2024-01-16 14:50:11,signup,888.57,1
2904,2024-01-16 14:50:48,click,967.76,0
2905,2024-01-16 14:51:25,view,46.95,1
2906,2024-01-16 14:52:02,purchase,126.14,0
2907,2024-01-16 14:52:39,signup,205.33,1
2908,2024-01-16 14:53:16,click,284.52,0
2909,2024-01-16 14:53:53,view,363.71,1
2910,2024-01-16 14:54:30,purchase,442.9,0
2911,2024-01-16 14:55:07,signup,522.09,1
2912,2024-01-16 14:55:44,click,601.28,0
2913,2024-01-16 14:56:21,view,680.47,1
2914,2024-01-16 14:56:58,purchase,759.66,0
2915,2024-01-16 14:57:35,signup,838.85,1
2916,2024-01-16 14:58:12,click,918.04,0
2917,2024-01-16 14:58:49,view,997.23,1
2918,2024-01-16 14:59:26,purchase,76.42,0
2919,2024-01-16 15:00:03,signup,155.61,1
2920,2024-01-16 15:00:40,click,234.8,0
2921,2024-01-16 15:01:17,view,313.99,1
2922,2024-01-16 15:01:54,purchase,393.18,0
2923,2024-01-16 15:02:31,signup,472.37,1
2924,2024-01-16 15:03:08,click,551.56,0
2925,2024-01-16 15:03:45,view,630.75,1
2926,2024-01-16 15:04:22,purchase,709.94,0
2927,2024-01-16 15:04:59,signup,789.13,1
2928,2024-01-16 15:05:36,click,868.32,0
2929,2024-01-16 15:06:13,view,947.51,1
2930,2024-01-16 15:06:50,purchase,26.7,0
2931,2024-01-16 15:07:27,signup,105.89,1
2932,2024-01-16 15:08:04,click,185.08,0
2933,2024-01-16 15:08:41,view,264.27,1
2934,2024-01-16 15:09:18,purchase,343.46,0
2935,2024-01-16 15:09:55,signup,422.65,1
2936,2024-01-16 15:10:32,click,501.84,0
2937,2024-01-16 15:11:09,view,581.03,1
2938,2024-01-16 15:11:46,purchase,660.22,0
2939,2024-01-16 15:12:23,signup,739.41,1
2940,2024-01-16 15:13:00,click,818.6,0
2941,2024-01-16 15:13:37,view,897.79,1
2942,2024-01-16 15:14:14,purchase,976.98,0
2943,2024-01-16 15:14:51,signup,56.17,1
2944,2024-01-16 15:15:28,click,135.36,0
2945,2024-01-16 15:16:05,view,214.55,1
2946,2024-01-16 15:16:42,purchase,293.74,0
2947,2024-01-16 15:17:19,signup,372.93,1
2948,2024-01-16 15:17:56,click,452.12,0
2949,2024-01-16 15:18:33,view,531.31,1
2950,2024-01-16 15:19:10,purchase,610.5,0
2951,2024-01-16 15:19:47,signup,689.69,1
2952,2024-01-16 15:20:24,click,768.88,0
2953,2024-01-16 15:21:01,view,848.07,1
2954,2024-01-16 15:21:38,purchase,927.26,0
2955,2024-01-16 15:22:15,signup,6.45,1
2956,2024-01-16 15:22:52,click,85.64,0
2957,2024-01-16 15:23:29,view,164.83,1
2958,2024-01-16 15:24:06,purchase,244.02,0
2959,2024-01-16 15:24:43,signup,323.21,1
2960,2024-01-16 15:25:20,click,402.4,0
2961,2024-01-16 15:25:57,view,481.59,1
2962,2024-01-16 15:26:34,purchase,560.78,0
2963,2024-01-16 15:27:11,signup,639.97,1
2964,2024-01-16 15:27:48,click,719.16,0
2965,2024-01-16 15:28:25,view,798.35,1
2966,2024-01-16 15:29:02,purchase,877.54,0
2967,2024-01-16 15:29:39,signup,956.73,1
2968,2024-01-16 15:30:16,click,35.92,0
2969,2024-01-16 15:30:53,view,115.11,1
2970,2024-01-16 15:31:30,purchase,194.3,0
2971,2024-01-16 15:32:07,signup,273.49,1
2972,2024-01-16 15:32:44,click,352.68,0
2973,2024-01-16 15:33:21,view,431.87,1
2974,2024-01-16 15:33:58,purchase,511.06,0
2975,2024-01-16 15:34:35,signup,590.25,1
2976,2024-01-16 15:35:12,click,669.44,0
2977,2024-01-16 15:35:49,view,748.63,1
2978,2024-01-16 15:36:26,purchase,827.82,0
2979,2024-01-16 15:37:03,signup,907.01,1
2980,2024-01-16 15:37:40,click,986.2,0
2981,2024-01-16 15:38:17,view,65.39,1
2982,2024-01-16 15:38:54,purchase,144.58,0
2983,2024-01-16 15:39:31,signup,223.77,1
2984,2024-01-16 15:40:08,click,302.96,0
2985,2024-01-16 15:40:45,view,382.15,1
2986,2024-01-16 15:41:22,purchase,461.34,0
2987,2024-01-16 15:41:59,signup,540.53,1
2988,2024-01-16 15:42:36,click,619.72,0
2989,2024-01-16 15:43:13,view,698.91,1
2990,2024-01-16 15:43:50,purchase,778.1,0
2991,2024-01-16 15:44:27,signup,857.29,1
2992,2024-01-16 15:45:04,click,936.48,0
2993,2024-01-16 15:45:41,view,15.67,1
2994,2024-01-16 15:46:18,purchase,94.86,0
2995,2024-01-16 15:46:55,signup,174.05,1
2996,2024-01-16 15:47:32,click,253.24,0
2997,2024-01-16 15:48:09,view,332.43,1
2998,2024-01-16 15:48:46,purchase,411.62,0
2999,2024-01-16 15:49:23,signup,490.81,1
3000,2024-01-16 15:50:00,click,570,0
3001,2024-01-16 15:50:37,view,649.19,1
3002,2024-01-16 15:51:14,purchase,728.38,0
3003,2024-01-16 15:51:51,signup,807.57,1
3004,2024-01-16 15:52:28,click,886.76,0
3005,2024-01-16 15:53:05,view,965.95,1
3006,2024-01-16 15:53:42,purchase,45.14,0
3007,2024-01-16 15:54:19,signup,124.33,1
3008,2024-01-16 15:54:56,click,203.52,0
3009,2024-01-16 15:55:33,view,282.71,1
3010,2024-01-16 15:56:10,purchase,361.9,0
3011,2024-01-16 15:56:47,signup,441.09,1
3012,2024-01-16 15:57:24,click,520.28,0
3013,2024-01-16 15:58:01,view,599.47,1
3014,2024-01-16 15:58:38,purchase,678.66,0
3015,2024-01-16 15:59:15,signup,757.85,1
3016,2024-01-16 15:59:52,click,837.04,0
3017,2024-01-16 16:00:29,view,916.23,1
3018,2024-01-16 16:01:06,purchase,995.42,0
3019,2024-01-16 16:01:43,signup,74.61,1
3020,2024-01-16 16:02:20,click,153.8,0
3021,2024-01-16 16:02:57,view,232.99,1
3022,2024-01-16 16:03:34,purchase,312.18,0
3023,2024-01-16 16:04:11,signup,391.37,1
3024,2024-01-16 16:04:48,click,470.56,0
3025,2024-01-16 16:05:25,view,549.75,1
3026,2024-01-16 16:06:02,purchase,628.94,0
3027,2024-01-16 16:06:39,signup,708.13,1
3028,2024-01-16 16:07:16,click,787.32,0
3029,2024-01-16 16:07:53,view,866.51,1
3030,2024-01-16 16:08:30,purchase,945.7,0
3031,2024-01-16 16:09:07,signup,24.89,1
3032,2024-01-16 16:09:44,click,104.08,0
3033,2024-01-16 16:10:21,view,183.27,1
3034,2024-01-16 16:10:58,purchase,262.46,0
3035,2024-01-16 16:11:35,signup,341.65,1
3036,2024-01-16 16:12:12,click,420.84,0
3037,2024-01-16 16:12:49,view,500.03,1
3038,2024-01-16 16:13:26,purchase,579.22,0
3039,2024-01-16 16:14:03,signup,658.41,1
3040,2024-01-16 16:14:40,click,737.6,0
3041,2024-01-16 16:15:17,view,816.79,1
3042,2024-01-16 16:15:54,purchase,895.98,0
3043,2024-01-16 16:16:31,signup,975.17,1
3044,2024-01-16 16:17:08,click,54.36,0
3045,2024-01-16 16:17:45,view,133.55,1
3046,2024-01-16 16:18:22,purchase,212.74,0
3047,2024-01-16 16:18:59,signup,291.93,1
3048,2024-01-16 16:19:36,click,371.12,0
3049,2024-01-16 16:20:13,view,450.31,1
3050,2024-01-16 16:20:50,purchase,529.5,0
3051,2024-01-16 16:21:27,signup,608.69,1
3052,2024-01-16 16:22:04,click,687.88,0
3053,2024-01-16 16:22:41,view,767.07,1
3054,2024-01-16 16:23:18,purchase,846.26,0
3055,2024-01-16 16:23:55,signup,925.45,1
3056,2024-01-16 16:24:32,click,4.64,0
3057,2024-01-16 16:25:09,view,83.83,1
3058,2024-01-16 16:25:46,purchase,163.02,0
3059,2024-01-16 16:26:23,signup,242.21,1
3060,2024-01-16 16:27:00,click,321.4,0
3061,2024-01-16 16:27:37,view,400.59,1
3062,2024-01-16 16:28:14,purchase,479.78,0
3063,2024-01-16 16:28:51,signup,558.97,1
3064,2024-01-16 16:29:28,click,638.16,0
3065,2024-01-16 16:30:05,view,717.35,1
3066,2024-01-16 16:30:42,purchase,796.54,0
3067,2024-01-16 16:31:19,signup,875.73,1
3068,2024-01-16 16:31:56,click,954.92,0
3069,2024-01-16 16:32:33,view,34.11,1
3070,2024-01-16 16:33:10,purchase,113.3,0
3071,2024-01-16 16:33:47,signup,192.49,1
3072,2024-01-16 16:34:24,click,271.68,0
3073,2024-01-16 16:35:01,view,350.87,1
3074,2024-01-16 16:35:38,purchase,430.06,0
3075,2024-01-16 16:36:15,signup,509.25,1
3076,2024-01-16 16:36:52,click,588.44,0
3077,2024-01-16 16:37:29,view,667.63,1
3078,2024-01-16 16:38:06,purchase,746.82,0
3079,2024-01-16 16:38:43,signup,826.01,1
3080,2024-01-16 16:39:20,click,905.2,0
3081,2024-01-16 16:39:57,view,984.39,1
3082,2024-01-16 16:40:34,purchase,63.58,0
3083,2024-01-16 16:41:11,signup,142.77,1
3084,2024-01-16 16:41:48,click,221.96,0
3085,2024-01-16 16:42:25,view,301.15,1
3086,2024-01-16 16:43:02,purchase,380.34,0
3087,2024-01-16 16:43:39,signup,459.53,1
3088,2024-01-16 16:44:16,click,538.72,0
3089,2024-01-16 16:44:53,view,617.91,1
3090,2024-01-16 16:45:30,purchase,697.1,0
3091,2024-01-16 16:46:07,signup,776.29,1
3092,2024-01-16 16:46:44,click,855.48,0
3093,2024-01-16 16:47:21,view,934.67,1
3094,2024-01-16 16:47:58,purchase,13.86,0
3095,2024-01-16 16:48:35,signup,93.05,1
3096,2024-01-16 16:49:12,click,172.24,0
3097,2024-01-16 16:49:49,view,251.43,1
3098,2024-01-16 16:50:26,purchase,330.62,0
3099,2024-01-16 16:51:03,signup,409.81,1
3100,2024-01-16 16:51:40,click,489,0
3101,2024-01-16 16:52:17,view,568.19,1
3102,2024-01-16 16:52:54,purchase,647.38,0
3103,2024-01-16 16:53:31,signup,726.57,1
3104,2024-01-16 16:54:08,click,805.76,0
3105,2024-01-16 16:54:45,view,884.95,1
3106,2024-01-16 16:55:22,purchase,964.14,0
3107,2024-01-16 16:55:59,signup,43.33,1
3108,2024-01-16 16:56:36,click,122.52,0
3109,2024-01-16 16:57:13,view,201.71,1
3110,2024-01-16 16:57:50,purchase,280.9,0
3111,2024-01-16 16:58:27,signup,360.09,1
3112,2024-01-16 16:59:04,click,439.28,0
3113,2024-01-16 16:59:41,view,518.47,1
3114,2024-01-16 17:00:18,purchase,597.66,0
3115,2024-01-16 17:00:55,signup,676.85,1
3116,2024-01-16 17:01:32,click,756.04,0
3117,2024-01-16 17:02:09,view,835.23,1
3118,2024-01-16 17:02:46,purchase,914.42,0
3119,2024-01-16 17:03:23,signup,993.61,1
3120,2024-01-16 17:04:00,click,72.8,0
3121,2024-01-16 17:04:37,view,151.99,1
3122,2024-01-16 17:05:14,purchase,231.18,0
3123,2024-01-16 17:05:51,signup,310.37,1
3124,2024-01-16 17:06:28,click,389.56,0
3125,2024-01-16 17:07:05,view,468.75,1
3126,2024-01-16 17:07:42,purchase,547.94,0
3127,2024-01-16 17:08:19,signup,627.13,1
3128,2024-01-16 17:08:56,click,706.32,0
3129,2024-01-16 17:09:33,view,785.51,1
3130,2024-01-16 17:10:10,purchase,864.7,0
3131,2024-01-16 17:10:47,signup,943.89,1
3132,2024-01-16 17:11:24,click,23.08,0
3133,2024-01-16 17:12:01,view,102.27,1
3134,2024-01-16 17:12:38,purchase,181.46,0
3135,2024-01-16 17:13:15,signup,260.65,1
3136,2024-01-16 17:13:52,click,339.84,0
3137,2024-01-16 17:14:29,view,419.03,1
3138,2024-01-16 17:15:06,purchase,498.22,0
3139,2024-01-16 17:15:43,signup,577.41,1
3140,2024-01-16 17:16:20,click,656.6,0
3141,2024-01-16 17:16:57,view,735.79,1
3142,2024-01-16 17:17:34,purchase,814.98,0
3143,2024-01-16 17:18:11,signup,894.17,1
3144,2024-01-16 17:18:48,click,973.36,0
3145,2024-01-16 17:19:25,view,52.55,1
3146,2024-01-16 17:20:02,purchase,131.74,0
3147,2024-01-16 17:20:39,signup,210.93,1
3148,2024-01-16 17:21:16,click,290.12,0
3149,2024-01-16 17:21:53,view,369.31,1
3150,2024-01-16 17:22:30,purchase,448.5,0
3151,2024-01-16 17:23:07,signup,527.69,1
3152,2024-01-16 17:23:44,click,606.88,0
3153,2024-01-16 17:24:21,view,686.07,1
3154,2024-01-16 17:24:58,purchase,765.26,0
3155,2024-01-16 17:25:35,signup,844.45,1
3156,2024-01-16 17:26:12,click,923.64,0
3157,2024-01-16 17:26:49,view,2.83,1
3158,2024-01-16 17:27:26,purchase,82.02,0
3159,2024-01-16 17:28:03,signup,161.21,1
3160,2024-01-16 17:28:40,click,240.4,0
3161,2024-01-16 17:29:17,view,319.59,1
3162,2024-01-16 17:29:54,purchase,398.78,0
3163,2024-01-16 17:30:31,signup,477.97,1
3164,2024-01-16 17:31:08,click,557.16,0
3165,2024-01-16 17:31:45,view,636.35,1
3166,2024-01-16 17:32:22,purchase,715.54,0
3167,2024-01-16 17:32:59,signup,794.73,1
3168,2024-01-16 17:33:36,click,873.92,0
3169,2024-01-16 17:34:13,view,953.11,1
3170,2024-01-16 17:34:50,purchase,32.3,0
3171,2024-01-16 17:35:27,signup,111.49,1
3172,2024-01-16 17:36:04,click,190.68,0
3173,2024-01-16 17:36:41,view,269.87,1
3174,2024-01-16 17:37:18,purchase,349.06,0
3175,2024-01-16 17:37:55,signup,428.25,1
3176,2024-01-16 17:38:32,click,507.44,0
3177,2024-01-16 17:39:09,view,586.63,1
3178,2024-01-16 17:39:46,purchase,665.82,0
3179,2024-01-16 17:40:23,signup,745.01,1
3180,2024-01-16 17:41:00,click,824.2,0
3181,2024-01-16 17:41:37,view,903.39,1
3182,2024-01-16 17:42:14,purchase,982.58,0
3183,2024-01-16 17:42:51,signup,61.77,1
3184,2024-01-16 17:43:28,click,140.96,0
3185,2024-01-16 17:44:05,view,220.15,1
3186,2024-01-16 17:44:42,purchase,299.34,0
3187,2024-01-16 17:45:19,signup,378.53,1
3188,2024-01-16 17:45:56,click,457.72,0
3189,2024-01-16 17:46:33,view,536.91,1
3190,2024-01-16 17:47:10,purchase,616.1,0
3191,2024-01-16 17:47:47,signup,695.29,1
3192,2024-01-16 17:48:24,click,774.48,0
3193,2024-01-16 17:49:01,view,853.67,1
3194,2024-01-16 17:49:38,purchase,932.86,0
3195,2024-01-16 17:50:15,signup,12.05,1
3196,2024-01-16 17:50:52,click,91.24,0
3197,2024-01-16 17:51:29,view,170.43,1
3198,2024-01-16 17:52:06,purchase,249.62,0
3199,2024-01-16 17:52:43,signup,328.81,1
